Autor;Sprecher;Titel;Orginaldatei;Datei;Start;End;Length;Size;Translated0;OriginalText;Action;Translated1
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 044 - Der Irrwicht im Schrank 2.mp3;CD 04 - 044 - Der Irrwicht im Schrank 2 (10154-10502).mp3;10154;10502;348;145868;was will malfoy eigentlich sagen murmelte harry ron zu und hielt die hände unter den eisigen strahl der aus dem mund des wasserspeiers schoss;was will malfoy eigentlich sagen murmelte harry ron zu und hielt die hände unter den eisigen strahl der aus dem mund des wasserspeiers schoss;train;was will malfoy eigentlich sagen murmelte harry ron zu und hielt die hände unter dem eisigen strahl der aus dem mund des wasserspeiers schoss
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 044 - Der Irrwicht im Schrank 2.mp3;CD 04 - 044 - Der Irrwicht im Schrank 2 (10512-10596).mp3;10512;10596;84;35527;warum sollte ich mich an black reichen wollen;warum sollte ich mich an black rächen wollen;train;warum sollte ich mich an black reichen wollen
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 044 - Der Irrwicht im Schrank 2.mp3;CD 04 - 044 - Der Irrwicht im Schrank 2 (10606-10872).mp3;10606;10872;266;111596;er hat mir nichts getan bisher jedenfalls ach er redet doch unsinn und will nur dass du eine dummheit machst;er hat mir nichts getan bisher jedenfalles er redet doch unsinn sagte ron wütend und will nur dass du eine dummheit machst;train;er hat mir nichts getan bisher jedenfalls ach er redet auch unsinn und will nur dass du eine dummheit machst
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 044 - Der Irrwicht im Schrank 2.mp3;CD 04 - 044 - Der Irrwicht im Schrank 2 (10906-10973).mp3;10906;10973;67;28422;das ende der stunde nahte;das ende der stunde nahte;train;das ende der stunde nahte
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 044 - Der Irrwicht im Schrank 2.mp3;CD 04 - 044 - Der Irrwicht im Schrank 2 (10993-11164).mp3;10993;11164;171;71889;und snape schritt hinüber zu neville der eingeschüchtert neben seinem kessel hockte;und snape schritt hinüber zu neville der eingeschüchtert neben seinem kessel hockte;train;und snape schritt hinüber zu neville der eingeschüchtert neben seinem kessel hockte
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 044 - Der Irrwicht im Schrank 2.mp3;CD 04 - 044 - Der Irrwicht im Schrank 2 (11180-11481).mp3;11180;11481;301;126224;alle hiehr im kreis aufstellen sagte snape und seine schwarzen augen glitzerten;alle hierher im kreis aufstellen sagte snape und seine schwarzen augen glitzerten;train;alle hieher im kreis aufstellen sagte snape und seine schwarzen augen glitzerten
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 044 - Der Irrwicht im Schrank 2.mp3;CD 04 - 044 - Der Irrwicht im Schrank 2 (11483-11672).mp3;11483;11672;189;79413;seht euch an was mit longbottom skröte passiert;seht euch an was mit longbottoms kröte passiert;train;seht euch an was mit longbottoms kröte passiert
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 044 - Der Irrwicht im Schrank 2.mp3;CD 04 - 044 - Der Irrwicht im Schrank 2 (11678-11861).mp3;11678;11861;183;76905;wenn er es geschafft hat eine schrumpflösung zustande zu bringen;wenn er es geschafft hat eine schrumpflösung zustande zu bringen;train;wenn er es geschafft hat eine schrumpf lösung zustande zu bringen
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 044 - Der Irrwicht im Schrank 2.mp3;CD 04 - 044 - Der Irrwicht im Schrank 2 (11860-12020).mp3;11860;12020;160;67292;wird sie zu einer kaulquappe zusammenschrumpfen;wird sie zu einer kaulquappe zusammenschrumpfen;train;wird sie zu einer coulquappe zusammenschrumpfen
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 044 - Der Irrwicht im Schrank 2.mp3;CD 04 - 044 - Der Irrwicht im Schrank 2 (12028-12249).mp3;12028;12249;221;92787;wenn er woran ich nicht zweifle die sache vermasselt hat;wenn er woran ich nicht zweifle die sache vermasselt hat;train;wenn er woran ich nicht zweifle die sache vermaßelt hat
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 044 - Der Irrwicht im Schrank 2.mp3;CD 04 - 044 - Der Irrwicht im Schrank 2 (12259-12385).mp3;12259;12385;126;53081;könnte seine kröte vergiftet werden;könnte seine kröte vergiftet werden;train;könnte seine kröte vergiftet werden
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 044 - Der Irrwicht im Schrank 2.mp3;CD 04 - 044 - Der Irrwicht im Schrank 2 (12414-12506).mp3;12414;12506;92;38871;die gryffindors sahen beklommen zu;die gryffindors sahen beklommen zu;train;die gryffindors sahen beklommen zu
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 044 - Der Irrwicht im Schrank 2.mp3;CD 04 - 044 - Der Irrwicht im Schrank 2 (12531-12619).mp3;12531;12619;88;37199;die slytherins schienen ganz aufgeregt;die slytherins schienen ganz aufgeregt;train;die slytherins schienen ganz aufgeregt
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 044 - Der Irrwicht im Schrank 2.mp3;CD 04 - 044 - Der Irrwicht im Schrank 2 (12641-12796).mp3;12641;12796;155;65202;snape hob trevor die kröte mit der linken hand hoch;snape hob trevor die kröte mit der linken hand hoch;train;snape hob traver die kröte mit der linken hand hoch
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 044 - Der Irrwicht im Schrank 2.mp3;CD 04 - 044 - Der Irrwicht im Schrank 2 (12795-12978).mp3;12795;12978;183;76905;und tauchte einen kleinen löffel in nevilles zaubertrank der inzwischen grün war;und tauchte einen kleinen löffel in nevilles zaubertrank der inzwischen grün war;train;und tauchte einen kleinen löffel in nevilles zaubertrank der inzwischen grün war
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 044 - Der Irrwicht im Schrank 2.mp3;CD 04 - 044 - Der Irrwicht im Schrank 2 (13006-13128).mp3;13006;13128;122;51409;er ließ ein paar tropfen in trevors kehle rinnen;er ließ ein paar tropfen in trevors kehle rinnen;train;er ließ ein paar tropfen in travers kehle rennen
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 044 - Der Irrwicht im Schrank 2.mp3;CD 04 - 044 - Der Irrwicht im Schrank 2 (13174-13271).mp3;13174;13271;97;40960;ein moment gespannten schweidens trat ein;ein moment gespannten schweigens trat ein;train;einen moment gespannten schweigens trat ein
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 044 - Der Irrwicht im Schrank 2.mp3;CD 04 - 044 - Der Irrwicht im Schrank 2 (13291-13437).mp3;13291;13437;118;50156;und trevor gluckste dann gab es ein leises;und trevor schluckte dann gab es ein leises;translate;und traver cluckste dann gab es ein leises
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 044 - Der Irrwicht im Schrank 2.mp3;CD 04 - 044 - Der Irrwicht im Schrank 2 (13440-13655).mp3;13440;13655;199;84011;plop und trevor die kaulquappe wand sich in snapes handfläche;plopp und trevor die kaulquappe wand sich in snapes handfläche;translate;plopp und traver die kaulquappe wand sich in snapes handfläche
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 044 - Der Irrwicht im Schrank 2.mp3;CD 04 - 044 - Der Irrwicht im Schrank 2 (13679-14132).mp3;13679;14132;453;189754;die gryffindors brachen in beifall aus snape der sauer drein sah zog eine kleine flasche aus der tasche seines umhangs treufelte ein paar tropfen auf trevor und plötzlich war sie wieder eine ausgewachsene kröte;die gryffindors brachen in beifall aus snape der sauer dreinsah zog eine kleine flasche aus der tasche seines umhangs träufelte ein paar tropfen auf trevor und plötzlich war sie wieder eine ausgewachsene kröte;train;die gryffindors brachen den beifall aus snape der sauer drein sah zog eine kleine flasche aus der tasche seines umhangs treufelte ein paar tropfen auf trevor und plötzlich war sie wieder eine ausgewachsene kröte
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 044 - Der Irrwicht im Schrank 2.mp3;CD 04 - 044 - Der Irrwicht im Schrank 2 (14156-14590).mp3;14156;14590;434;181813;fünf punkte abzug für gryffindor sagte snape und das lachengefrohr auf ihren gesichtern ich hab ihnen gesagt miss granger sie sollen ihm nicht helfen;fünf punkte abzug für gryffindor sagte snape und das lachen gefror auf ihren gesichtern ich hab ihnen gesagt miss granger sie sollen ihm nicht helfen;train;fünf punkte abzug für gryffindor sagte snape und das lachen gefror auf ihren gesichtern ich habe ihnen gesagt miss granger sie sollen ihm nicht helfen
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 044 - Der Irrwicht im Schrank 2.mp3;CD 04 - 044 - Der Irrwicht im Schrank 2 (14615-14711).mp3;14615;14711;96;40543;der unterricht ist beendet;der unterricht ist beendet;train;der unterricht ist beendet
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (00007-00156).mp3;7;156;149;62694;harry ron und hermine stiegen die stufen zur eingangshalle hoch;harry ron und hermine stiegen die stufen zur eingangshalle hoch;train;harry ron und hermine stiegen die stufen zur eingangshalle hoch
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (00181-00398).mp3;181;398;217;91116;harry dachte immer noch über malfoys worte nach während ron wütend über snape herzog;harry dachte immer noch über malfoys worte nach während ron wütend über snape herzog;train;harry dachte immer noch über malfoys worte nach während ron wütend über snape herzog
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (00416-00737).mp3;416;737;321;134583;fünf punkte abzug für uns weil der zaubertrank in ordnung war warum hast du nicht gelogen hermine du hättest sagen sollen dass neville alles allein gemacht hat;fünf punkte abzug für uns weil der zaubertrank in ordnung war warum hast du nicht gelogen hermine du hättest sagen sollen dass neville alles allein gemacht hat;train;fünf punkte abzug für uns weil der zaubertrank in ordnung war warum hast du nicht gelogen hermine du hättest sagen sollen dass neville alles allein gemacht hat
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (00755-00825).mp3;755;825;70;29676;hermine antwortete nicht;hermine antwortete nicht;train;hermine antwortete nicht
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (00837-00888).mp3;837;888;51;21734;ron wandte sich um;ron wandte sich um;train;ron wandte sich um
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (00912-00949).mp3;912;949;37;15883;wo ist sie;wo ist sie;train;wo ist sie
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (00974-01039).mp3;974;1039;65;27586;auch harry drehte sich um;auch harry drehte sich um;train;auch harry drehte sich um
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (01052-01257).mp3;1052;1257;205;86100;sie waren jetzt oben und ließen die anderen vorbeigehen die in die große halle zum mittagessen strömten;sie waren jetzt oben und ließen die andern vorbeigehen die in die große halle zum mittagessen strömten;train;sie waren jetzt oben und ließen die anderen vorbeigehen die in die große halle zum mittagessen strömten
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (01290-01423).mp3;1290;1423;133;56007;sie war doch eben noch hinter uns sagte ron stirnrunzelnd;sie war doch eben noch hinter uns sagte ron stirnrunzelnd;train;sie war doch eben noch hinter uns sagte ron stirnrunzelnd
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (01462-01615).mp3;1462;1615;153;64366;malfoy ging an ihnen vorbei in die mitte genommen von crabbe und goyle;malfoy ging an ihnen vorbei in die mitte genommen von crabbe und goyle;train;malfoy ging an ihnen vorbei in die mitte genommen von crabbe und goyle
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (01636-01726).mp3;1636;1726;90;38035;er sah harry spöttisch an und verschwand;er sah harry spöttisch an und verschwand;train;er sah harry spöttisch an und verschwand
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (01752-01802).mp3;1752;1802;50;21316;da ist sie ja;da ist sie ja;train;da ist sie ja
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (01804-01840).mp3;1804;1840;36;15465;sagte harry;sagte harry;train;sagte harry
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (01861-01992).mp3;1861;1992;131;55171;hermine kam ein wenig keuchend die stufen hochgerannt;hermine kam ein wenig keuchend die stufen hochgerannt;train;hermine kam ein wenig keuchend die stufen hochgerannt
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (01992-02214).mp3;1992;2214;222;93205;mit der einen hand hielt sie die tasche mit der anderen schien sie etwas unter ihrem umhang festzuklammern;mit der einen hand hielt sie die tasche mit der anderen schien sie etwas unter ihrem umhang festzuklammern;train;mit der einen hand hielt sie die tasche mit der anderen schien sie etwas unter ihrem umhang festzuklammern
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (02261-02451).mp3;2261;2451;184;78160;wie hast du das gemacht fragte ro was sagte hermine und trat neben sie;wie hast du das gemacht fragte ron was sagte hermine und trat neben sie;translate;wie hast du das gemacht fragte ron was sagte hermine und trat neben sie
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (02466-02707).mp3;2466;2707;232;98222;du hast direkt hinter uns im nächsten moment warst du wieder ganz runten an der treppe wie hermine sah leicht verwirrt aus;du warst direkt hinter uns im nächsten moment warst du wieder ganz unten an der treppe wie hermine sah leicht verwirrt aus;translate;du hast direkt hinter uns im nächsten moment warst du wieder ganz unten an der treppe wie hermine sah leicht verwirrt aus
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (02720-02864).mp3;2720;2864;144;60605;ach ich hatte was vergessen und musste zurück o nein;ach ich hatte was vergessen und musste zurück o nein;train;ach hier hate was vergessen und musste zurück oh nein
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (02875-02976).mp3;2875;2976;101;42632;an hermines tasche war eine nat aufgeplatzt;an hermines tasche war eine naht aufgeplatzt;train;an hermines tasche war eine naht aufgeplatzt
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (02990-03226).mp3;2990;3226;236;99057;harry wunderte das nicht sie war proppenvoll mit mindestens einem dutzend großer schwerer bücher;harry wunderte das nicht sie war proppenvoll mit mindestens einem dutzend großer schwerer bücher;train;harry wunderte das nicht sie war proppenvoll mit mindestens einem dutzend großer schwerer bücher
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (03225-03559).mp3;3225;3559;334;140017;warum trägst du die alle mit dir rum fragte ron du weißt auch wie viel fälcher ich habe sagte hermine außer atem kannst du die vielleicht mal halten;warum trägst du die alle mit dir rum fragte ron du weißt doch wie viele fächer ich habe sagte hermine außer atem kannst du die vielleicht mal halten;train;warum trägst du die alle mit dir rum fragte ron du weißt doch wie viel fächer ich habe sagte hermine außer atem kannst du die vielleicht mal halten
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (03563-03731).mp3;3563;3731;161;68128;aber ron musterte die umschläge der bücher die sie ihm gereicht hatte;aber ron musterte die umschläge der bücher die sie ihm gereicht hatte;translate;aber ron musterte die umschläge der bücher die sie ihm gereicht hatte
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (03759-04018).mp3;3759;4018;259;108670;diese fächer hasst du heute gar nicht nur heute nachmittag noch verteidigung gegen die dunklen künste ach ja;diese fächer hast du heute gar nicht nur heute nachmittag noch verteidigung gegen die dunklen künste ach ja;train;diese fächer hast du heute gar nicht nur heute nachmittag noch verteidigung gegen die dunklen künste ach ja
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (04019-04083).mp3;4019;4083;64;27168;sagte hermine nebenbei;sagte hermine nebenbei;train;sagte hermine nebenbei
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (04089-04181).mp3;4089;4181;92;38871;dennoch packte sie alle bücher in ihre tasche;dennoch packte sie alle bücher in ihre tasche;train;dennoch packte sie alle bücher in ihre tasche
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (04183-04436).mp3;4183;4436;253;106162;hoffentlich gibt's was gutes zum essen ah ich sterbe vor hunger fügte sie hinzu und schritt davon in richtung großer halle;hoffentlich gibt s was gutes zum essen ich sterbe vor hunger fügte sie hinzu und schritt davon in richtung große halle;train;hoffentlich gibt's was gutes zum essen ch ich sterbe vor hunger fügte sie hinzu und schritt davon in richtung großer halle
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (04467-04689).mp3;4467;4689;222;93205;hast du nicht auch das gefühl dass hermine unsewers verheimlicht fragte ron harry;hast du nicht auch das gefühl dass hermine uns was verheimlicht fragte ron harry;train;hast du nicht auch das gefühl dass hermine uns was verheimlicht fragte ron harry
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (04752-04987).mp3;4752;4987;235;98639;professor lupin war nicht da als sie zu seiner ersten stunde verteidigung gegen die dunklen künste kamen;professor lupin war nicht da als sie zu seiner ersten stunde verteidigung gegen die dunklen künste kamen;train;professor lupin war nicht da als sie zu seiner ersten stunde verteidigung gegen die dunklen künste kam
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (04992-05042).mp3;4992;5042;50;21316;sie setzten sich;sie setzten sich;train;sie setzten sich
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (05052-05313).mp3;5052;5313;261;109506;packten ihre bücher federkiele und pergamentblätter aus und unterhielten sich angeregt bis er schließlich hereinkam;packten ihre bücher federkiele und pergamentblätter aus und unterhielten sich angeregt bis er schließlich hereinkam;train;packten ihre bücher federkehle und pergamentblätter aus und unterhielten sich angeregt bis er schließlich hereinkam
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (05334-05413).mp3;5334;5413;79;33437;lupin lächelte verschwommen;lupin lächelte verschwommen;train;lupin lächelte verschwommen
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (05412-05544).mp3;5412;5544;132;55589;und legte seine schmuddelige alte aktentasche auf das lehrerpult;und legte seine schmuddelige alte aktentasche auf das lehrerpult;train;und legte seine schmuddelige alte aktentasche auf das lehrerpult
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (05568-05723).mp3;5568;5723;155;65202;er sah noch immer so schäbig aus wie sie ihn kennen gelernt hatten;er sah noch immer so schäbig aus wie sie ihn kennen gelernt hatten;train;er sah noch immer so schäbig aus wie sie ihn kennen gelernt hatten
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (05723-05932).mp3;5723;5932;209;87772;jedoch gesünder als im zug so als hätte er inzwischen ein paar anständige mahlzeiten gehabt;jedoch gesünder als im zug so als hätte er inzwischen ein paar anständige mahlzeiten gehabt;train;jedoch gesünder als im zug so als hätte er inzwischen ein paar anständige mahlzeiten gehabt
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (05931-06205).mp3;5931;6205;275;116194;ähm schönen tag sagte er äh würdet ihr bitte alle eure bücher wieder einpacken;schönen tag sagte er würdet ihr bitte all eure bücher wieder einpacken;translate;schönen tag sagte er würdet ihr bitte alle eure bücher wieder einpacken
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (06206-06436).mp3;6206;6436;230;96549;heute haben wir eine praktische lektion ihr braucht nur eure zauberstäbe;heute haben wir eine praktische lektion ihr braucht nur eure zauberstäbe;train;heute haben wir eine praktische lektion ihr braucht nur eure zauberstäbe
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (06440-06620).mp3;6440;6620;180;75651;ein paar neugierige blicke wurden ausgetauscht während sie die bücher wegpackten;ein paar neugierige blicke wurden ausgetauscht während sie die bücher wegpackten;train;ein paar neugierige blicke wurden ausgetauscht während sie die bücher wegpackten
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (06635-07121).mp3;6635;7121;486;203547;sie hatten noch nie praktischen unterricht in verteidigung gegen die dunklen künste gehabt abgesehen von der unvergesslichen stunde im letzten jahr als ihr damaliger lehrer einen käfig voller wichtel mitgebracht und sie losgelassen hatte;sie hatten noch nie praktischen unterricht in verteidigung gegen die dunklen künste gehabt abgesehen von der unvergesslichen stunde im letzten jahr als ihr damaliger lehrer einen käfig voller wichtel mitgebracht und sie losgelassen hatte;train;sie hatten noch nie praktischen unterricht in verteidigung gegen die dunklen künste gab abgesehen von der unvergesslichen stunde im letzten jahr als ihr damaliger lehrer einen käfig voller wichtel mitgebracht und sie losgelassen hatte
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (07125-07368).mp3;7125;7368;243;101983;alles klar sagte professor lupin als alle bereit waren dann folgt mir bitte;alles klar sagte professor lupin als alle bereit waren dann folgt mir bitte;train;alles klar sagte professor lupin als alle breit waren dann folgt mir bitte
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (07393-07569).mp3;7393;7569;176;73979;ratlos aber gespannt standen sie auf und folgten professor lopin aus dem klassenzimmer;ratlos aber gespannt standen sie auf und folgten professor lupin aus dem klassenzimmer;train;ratlos aber gespannt standen sie auf und folgten professor lupin aus dem klassenzimmer
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (07588-07787).mp3;7588;7787;199;83592;er führte sie durch den ausgestorbenen korridor und als sie um die ecke bogen;er führte sie durch den verlassenen korridor und als sie um die ecke bogen;train;er führte sie durch den ausgestorbenen korridor und als sie um die ecke bogen
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 04 - 045 - Der Irrwicht im Schrank 3.mp3;CD 04 - 045 - Der Irrwicht im Schrank 3 (07787-07922).mp3;7787;7922;135;56843;sahen sie als erstes peeves den poltergeist;sahen sie als erstes peeves den poltergeist;train;sahen sie als erstes peeves den poltergeist
