Autor;Sprecher;Titel;Orginaldatei;Datei;Start;End;Length;Size;Translated0;OriginalText;Action;Sort1
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;037 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (4).mp3;037 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (4) (21081-21180).mp3;21081;21180;99;41796;also meinte sie langsam;also meinte sie langsam;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;037 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (4).mp3;037 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (4) (21195-21295).mp3;21195;21295;100;42214;ich würde ihn sicher nicht offen bekämpfen;ich würde ihn sicher nicht offen bekämpfen;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;037 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (4).mp3;037 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (4) (21430-21541).mp3;21430;21541;111;46812;dass ich keinen weiteren kampf mehr durchstehen würde;dass ich keinen weiteren kampf mehr durchstehen würde;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;037 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (4).mp3;037 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (4) (21751-21860).mp3;21751;21860;109;45976;wir müssen diese garnison irgendwie loswerden;wir müssen diese garnison irgendwie loswerden;train;10001
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;037 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (4).mp3;037 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (4) (22024-22142).mp3;22024;22142;118;49738;fragte vin würde das nicht ausreichen;fragte vin würde das nicht ausreichen;train;2
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;037 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (4).mp3;037 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (4) (22151-22268).mp3;22151;22268;117;49320;wenn ich mit etwas so großem fertigwerden müsste;wenn ich mit etwas so großem fertigwerden müsste;train;10000
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;038 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (5).mp3;038 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (5) (01872-01969).mp3;1872;1969;97;40960;falls die bedrohung nicht groß genug ist;falls die bedrohung nicht groß genug ist;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;038 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (5).mp3;038 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (5) (02641-02732).mp3;2641;2732;91;38453;dann haben wir dasselbe problem wie zuvor;dann haben wir dasselbe problem wie zuvor;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;038 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (5).mp3;038 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (5) (02990-03109).mp3;2990;3109;119;50156;wird uns das außerhalb der stadt keinesfalls gelingen;wird uns das außerhalb der stadt keinesfalls gelingen;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;038 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (5).mp3;038 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (5) (03136-03238).mp3;3136;3238;102;43050;wie wäre es denn mit einem täuschungsmanöver;wie wäre es denn mit einem täuschungsmanöver;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;038 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (5).mp3;038 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (5) (04629-04747).mp3;4629;4747;118;49738;sie wand sich ein wenig und senkte den blick;sie wand sich ein wenig und senkte den blick;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;038 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (5).mp3;038 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (5) (05855-05966).mp3;5855;5966;111;46812;also kann er keine kolosse einsetzen;also kann er keine kolosse einsetzen;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;038 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (5).mp3;038 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (5) (08126-08246).mp3;8126;8246;120;50574;der oberste herrscher müsste nach seinen kolossen rufen;der oberste herrscher müsste nach seinen kolossen rufen;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;038 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (5).mp3;038 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (5) (09141-09249).mp3;9141;9249;108;45558;wenn unsere armee von dort aus losmarschiert;wenn unsere armee von dort aus losmarschiert;train;10000
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;038 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (5).mp3;038 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (5) (10438-10556).mp3;10438;10556;118;49738;ich habe schon jemanden gefunden der uns dabei helfen wird;ich habe schon jemanden gefunden der uns dabei helfen wird;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;038 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (5).mp3;038 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (5) (11575-11685).mp3;11575;11685;110;46394;wie ihr so viele männer zusammentrommeln wollt;wie ihr so viele männer zusammentrommeln wollt;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;038 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (5).mp3;038 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (5) (14986-15090).mp3;14986;15090;104;43886;das ist allerdings eine herausforderung;das ist allerdings eine herausforderung;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;039 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (6).mp3;039 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (6) (00214-00314).mp3;214;314;100;42214;sagte weher wie willst du es schaffen;sagte weher wie willst du es schaffen;train;200
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;039 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (6).mp3;039 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (6) (00321-00415).mp3;321;415;94;39707;zehntausend mann zu bewaffnen;zehntausend mann zu bewaffnen;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;039 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (6).mp3;039 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (6) (00414-00526).mp3;414;526;112;47230;ohne den obersten herrscher misstrauisch zu machen;ohne den obersten herrscher misstrauisch zu machen;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;039 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (6).mp3;039 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (6) (00535-00634).mp3;535;634;99;41796;er hat den waffenfluss sehr genau im blick;er hat den waffenfluss sehr genau im blick;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;039 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (6).mp3;039 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (6) (00676-00774).mp3;676;774;98;41378;wir könnten die waffen selbst herstellen;wir könnten die waffen selbst herstellen;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;039 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (6).mp3;039 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (6) (01088-01181).mp3;1088;1181;93;39289;vermutlich sind auch noch ein paar pfeile drin;vermutlich sind auch noch ein paar pfeile drin;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;039 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (6).mp3;039 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (6) (01496-01598).mp3;1496;1598;102;43050;ir benötigen schwerter schilde und rüstungen;wir benötigen schwerter schilde und rüstungen;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;039 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (6).mp3;039 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (6) (05776-05884).mp3;5776;5884;108;45558;hatte er den mann bestochen oder betrogen;hatte er den mann bestochen oder betrogen;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;039 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (6).mp3;039 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (6) (08682-08799).mp3;8682;8799;117;49320;die mannschaft sah kelsier fragend an;die mannschaft sah kelsier fragend an;train;100001
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;039 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (6).mp3;039 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (6) (09451-09551).mp3;9451;9551;100;42214;du gesegneter wahnsinniger;du gesegneter wahnsinniger;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;039 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (6).mp3;039 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (6) (10762-10863).mp3;10762;10863;101;42632;ich werde ihn zum beispiel dazu benutzen;ich werde ihn zum beispiel dazu benutzen;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;039 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (6).mp3;039 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (6) (11127-11230).mp3;11127;11230;103;43468;passend fragte yeden aufgebracht;passend fragte yeden aufgebracht;train;1
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;039 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (6).mp3;039 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (6) (11824-11944).mp3;11824;11944;120;50574;ja aber kannst du ihm wirklich ersetzen;ja aber kannst du ihn wirklich ersetzen;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;039 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (6).mp3;039 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (6) (13185-13281).mp3;13185;13281;96;40543;und wenn ich dir befehle damit aufzuhören;und wenn ich dir befehle damit aufzuhören;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;039 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (6).mp3;039 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (6) (13468-13586).mp3;13468;13586;118;49738;meinte docksohn ohne von seinem buch aufzuschauen;meinte docksohn ohne von seinem buch aufzuschauen;train;101
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;039 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (6).mp3;039 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (6) (15943-16057).mp3;15943;16057;114;48066;in ordnung meinte yeden seufzend;in ordnung meinte yeden seufzend;train;1
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;039 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (6).mp3;039 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (6) (16132-16224).mp3;16132;16224;92;38871;gut sagte kelsier und schrieb;gut sagte kelsier und schrieb;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;039 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (6).mp3;039 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (6) (18114-18223).mp3;18114;18223;109;45976;solche kriege kommen in fast jedem jahrhundert vor;solche kriege kommen in fast jedem jahrhundert vor;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;039 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (6).mp3;039 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (6) (18598-18693).mp3;18598;18693;95;40125;damit habe ich sogar schon angefangen;damit habe ich sogar schon angefangen;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;039 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (6).mp3;039 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (6) (19795-19897).mp3;19795;19897;102;43050;irgendjemand hat das haus wager angegriffen;irgendjemand hat das haus wager angegriffen;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;040 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (7).mp3;040 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (7) (01432-01538).mp3;1432;1538;106;44722;meinte weher wir gesellen einfach;meinte weher wir gesellen einfach;train;200
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;040 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (7).mp3;040 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (7) (01537-01647).mp3;1537;1647;110;46394;deinen schauspieler zu den betreffenden parteien;deinen schauspieler zu den betreffenden parteien;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;040 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (7).mp3;040 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (7) (02890-02993).mp3;2890;2993;103;43468;er ist also einer von denen;er ist also einer von denen;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;040 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (7).mp3;040 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (7) (03320-03428).mp3;3320;3428;108;45558;ach nein weher schüttelte den kopf;ach nein weher schüttelte den kopf;train;2
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;040 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (7).mp3;040 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (7) (09359-09458).mp3;9359;9458;99;41796;nachdenklich runzelte kelsier die stirn;nachdenklich runzelte kelsier die stirn;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;040 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (7).mp3;040 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (7) (09974-10077).mp3;9974;10077;103;43468;kelsier sah den jungen eingehend an;kelsier sah den jungen eingehend an;train;100
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;040 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (7).mp3;040 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (7) (11414-11516).mp3;11414;11516;102;43050;ich glaube nicht dass das eine gute idee ist kell;ich glaube nicht dass das eine gute idee ist kell;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;040 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (7).mp3;040 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (7) (11735-11827).mp3;11735;11827;92;38871;also bleibst nur noch du übrig;also bleibst nur noch du übrig;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;040 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (7).mp3;040 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (7) (11833-11939).mp3;11833;11939;106;44722;wie gut kannst du eine adlige spielen;wie gut kannst du eine adlige spielen;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;040 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (7).mp3;040 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (7) (12151-12262).mp3;12151;12262;111;46812;aber ich habe noch nie wirklich versucht;aber ich habe noch nie wirklich versucht;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;040 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (7).mp3;040 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (7) (15507-15627).mp3;15507;15627;120;50574;sobald wir unser atium haben sind wir glücklich;sobald wir unser atium haben sind wir glücklich;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;040 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (7).mp3;040 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (7) (21507-21605).mp3;21507;21605;98;41378;und hielt sich statuenhaft aufrecht;und hielt sich statuenhaft aufrecht;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;040 - Teil 1 - Der Überlebende von Hathsin - Kapitel 6 (7).mp3;040 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 6 (7) (24584-24679).mp3;24584;24679;95;40125;und belauschte vorsichtig das gespräch;und belauschte vorsichtig das gespräch;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;041 - Teil 1 - Der Überlebende von Hathsin - Kapitel 7.mp3;041 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 7 (00136-00255).mp3;136;255;119;50156;natürlich sind die meisten männer aus teris groß;natürlich sind die meisten männer aus terris groß;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;041 - Teil 1 - Der Überlebende von Hathsin - Kapitel 7.mp3;041 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 7 (02871-02974).mp3;2871;2974;103;43468;doch anscheinend war diese leidenschaft verblasst;doch anscheinend war diese leidenschaft verblasst;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;041 - Teil 1 - Der Überlebende von Hathsin - Kapitel 7.mp3;041 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 7 (04216-04333).mp3;4216;4333;117;49320;kelsier warf das papier in den knisternden kamin;kelsier warf das papier in den knisternden kamin;train;100
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;041 - Teil 1 - Der Überlebende von Hathsin - Kapitel 7.mp3;041 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 7 (05829-05946).mp3;5829;5946;117;49320;weil humor das einzige ist was mir geblieben ist marsch;weil humor das einzige ist was mir geblieben ist marsch;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;041 - Teil 1 - Der Überlebende von Hathsin - Kapitel 7.mp3;041 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 7 (05950-06061).mp3;5950;6061;111;46812;sagte kelsier humor und entschlossenheit;sagte kelsier humor und entschlossenheit;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;041 - Teil 1 - Der Überlebende von Hathsin - Kapitel 7.mp3;041 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 7 (10009-10123).mp3;10009;10123;114;48066;ihn verlies ein großer teil seines humors;ihn verließ ein großer teil seines humors;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;041 - Teil 1 - Der Überlebende von Hathsin - Kapitel 7.mp3;041 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 7 (10464-10577).mp3;10464;10577;113;47648;ich hatte einmal mehr geld als ich ausgeben konnte;ich hatte einmal mehr geld als ich ausgeben konnte;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;041 - Teil 1 - Der Überlebende von Hathsin - Kapitel 7.mp3;041 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 7 (10584-10704).mp3;10584;10704;120;50574;bei dieser sache hier geht es um etwas ganz anderes;bei dieser sache hier geht es um etwas ganz anderes;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;041 - Teil 1 - Der Überlebende von Hathsin - Kapitel 7.mp3;041 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 7 (11915-12020).mp3;11915;12020;105;44304;erwiderte marsch darin bist du nie gut gewesen;erwiderte marsch darin bist du nie gut gewesen;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;041 - Teil 1 - Der Überlebende von Hathsin - Kapitel 7.mp3;041 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 7 (13464-13569).mp3;13464;13569;105;44304;ich glaube dir dass du nicht hinter dem geld her bist;ich glaube dir dass du nicht hinter dem geld her bist;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;041 - Teil 1 - Der Überlebende von Hathsin - Kapitel 7.mp3;041 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 7 (14381-14499).mp3;14381;14499;118;49738;vielleicht wie hat das überhaupt angefangen;vielleicht wie hat das überhaupt angefangen;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;041 - Teil 1 - Der Überlebende von Hathsin - Kapitel 7.mp3;041 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 7 (17246-17350).mp3;17246;17350;104;43886;dasselbe wünsche ich mir je den tag;dasselbe wünsche ich mir jeden tag;train;10000
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;041 - Teil 1 - Der Überlebende von Hathsin - Kapitel 7.mp3;041 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 7 (17563-17656).mp3;17563;17656;93;39289;es waren die augen eines suchers;es waren die augen eines suchers;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;041 - Teil 1 - Der Überlebende von Hathsin - Kapitel 7.mp3;041 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 7 (17980-18098).mp3;17980;18098;118;49738;aus irgendeinem grund scheinst du es diesmal ernst zu meinen;aus irgendeinem grund scheinst du es diesmal ernst zu meinen;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;041 - Teil 1 - Der Überlebende von Hathsin - Kapitel 7.mp3;041 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 7 (18762-18874).mp3;18762;18874;112;47230;erhaschte kelsier dort den schatten einer bewegung;erhaschte kelsier dort den schatten einer bewegung;train;100
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;041 - Teil 1 - Der Überlebende von Hathsin - Kapitel 7.mp3;041 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 7 (19552-19647).mp3;19552;19647;95;40125;der auch nur entfernt wohlhabend wirkte;der auch nur entfernt wohlhabend wirkte;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;041 - Teil 1 - Der Überlebende von Hathsin - Kapitel 7.mp3;041 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 7 (21367-21475).mp3;21367;21475;108;45558;heute nacht habe ich noch einiges zu tun;heute nacht habe ich noch einiges zu tun;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;042 - Teil 1 - Der Überlebende von Hathsin - Kapitel 7 (2).mp3;042 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 7 (2) (00490-00589).mp3;490;589;99;41796;beide personen angehalten hatten oder nicht;beide personen angehalten hatten oder nicht;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;042 - Teil 1 - Der Überlebende von Hathsin - Kapitel 7 (2).mp3;042 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 7 (2) (05351-05443).mp3;5351;5443;92;38871;sie gingen die treppe hinunter zum erdgeschoss;sie gingen die treppe hinunter zum erdgeschoss;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;042 - Teil 1 - Der Überlebende von Hathsin - Kapitel 7 (2).mp3;042 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 7 (2) (05513-05611).mp3;5513;5611;98;41378;unfertige möbel warteten in den schatten;unfertige möbel warteten in den schatten;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;042 - Teil 1 - Der Überlebende von Hathsin - Kapitel 7 (2).mp3;042 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 7 (2) (07620-07730).mp3;7620;7730;110;46394;und blieb lieber in dem stillen ernsten werkraum;und blieb lieber in dem stillen ernsten werkraum;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;042 - Teil 1 - Der Überlebende von Hathsin - Kapitel 7 (2).mp3;042 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 7 (2) (07969-08060).mp3;7969;8060;91;38453;wenig später kehrte kelsier zurück;wenig später kehrte kelsier zurück;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;042 - Teil 1 - Der Überlebende von Hathsin - Kapitel 7 (2).mp3;042 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 7 (2) (09319-09425).mp3;9319;9425;106;44722;du wirkst überrascht bemerkte kelsier;du wirkst überrascht bemerkte kelsier;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;042 - Teil 1 - Der Überlebende von Hathsin - Kapitel 7 (2).mp3;042 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 7 (2) (10718-10812).mp3;10718;10812;94;39707;geschützt na wie ist das;geschützt na wie ist das;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;042 - Teil 1 - Der Überlebende von Hathsin - Kapitel 7 (2).mp3;042 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 7 (2) (15638-15732).mp3;15638;15732;94;39707;sondern von einer bestimmten einstellung;sondern von einer bestimmten einstellung;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;042 - Teil 1 - Der Überlebende von Hathsin - Kapitel 7 (2).mp3;042 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 7 (2) (15997-16098).mp3;15997;16098;101;42632;die nacht der nebel all das;die nacht der nebel all das;train;0
