Autor;Sprecher;Titel;Orginaldatei;Datei;Start;End;Length;Size;Translated0;OriginalText;Action;Translated1
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;031_Rowling_HP_Kammer.mp3;031_Rowling_HP_Kammer (06726-07010).mp3;6726;7010;284;119119;kommen sie severus da steht eine köstlich aussehende sanfttorte die ich gerne mal probieren möchte;kommen sie severus da steht eine köstlich aussehende eiercremetorte die ich gerne mal probieren möchte;train;kommen sie severus da steht eine köstlich aussehende senftorte die ich gerne mal probieren möchte
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;031_Rowling_HP_Kammer.mp3;031_Rowling_HP_Kammer (07010-07314).mp3;7010;7314;304;127478;snape warf harry und ron einen blick zu der reiner hass war und ließ sich dann von dumbledore aus seinem büro geleiten;snape warf harry und ron einen blick zu der reiner hass war und ließ sich dann von dumbledore aus seinem büro geleiten;train;snape warf harry und ron einen blick zu der reiner hass war und ließ sich dann von dumbledore aus seinem büro geleiten
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;031_Rowling_HP_Kammer.mp3;031_Rowling_HP_Kammer (07322-07693).mp3;7322;7693;372;156318;nun waren sie allein mit professor mcgonagall die sie immer noch wie ein adler auf beuteflug beälgte sie gehen in den krankenflügel weasley;nun waren sie allein mit professor mcgonagall die sie immer noch wie ein adler auf beuteflug beäugte sie gehen in den krankenflügel weasley;translate;nun waren sie allein mit professor cgonagall diese immer noch wie ein adler auf beuteflug beäugte sie gehen in den krankenflügel weasley
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;031_Rowling_HP_Kammer.mp3;031_Rowling_HP_Kammer (07692-07939).mp3;7692;7939;247;103654;sie bluten ja nicht schlimm sagte ron und fuhr hastig mit dem ärmel über den riss an seiner augenbraue;sie bluten ja nicht schlimm sagte ron und fuhr hastig mit dem ärmel über den riss an seiner augenbraue;train;sie bluten ja nicht schlimm sagte ron und fuhr hastig mit dem ärmel über den riss und seiner augenbraue
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;031_Rowling_HP_Kammer.mp3;031_Rowling_HP_Kammer (07957-08002).mp3;7957;8002;45;19227;professor;professor;train;professor
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;031_Rowling_HP_Kammer.mp3;031_Rowling_HP_Kammer (08010-08535).mp3;8010;8535;525;219847;ich wollte eigentlich zusehen wie meiner schwester den sprechenden hut aufsetzt die auswahlfeier ist vorbei sagte professor mcgonagall ihre schwester kommt ebenfalls nach gryffindor oh gut sagte ron;ich wollte eigentlich zusehen wie meine schwester den sprechenden hut aufsetzt die auswahlfeier ist vorbei sagte professor mcgonagall ihre schwester kommt ebenfalles nach gryffindor oh gut sagte ron;train;ich wollte eigentlich zusehen wie meine schwester den sprechenden hut aufsetzt die auswahlfeier ist vorbei sagte professor mcgonagall ihre schwester kommt ebenfalls nach gryffindor oh gut sagte ron
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;031_Rowling_HP_Kammer.mp3;031_Rowling_HP_Kammer (08544-09250).mp3;8544;9250;706;295498;und da wir gerade von gryffindor sprechen sagte professor mcgonagall scharf doch harry unterbrach sie professor als wir den wagen nahmen hatte das schuljahr noch gar nicht begonnen also also sollten gryffindor eigentlich keine punkte abgezogen werden oder schloss er und blickte sie gespannt an;und da wir gerade von gryffindor sprechen sagte professor mcgonagall scharf doch harry unterbrach sie professor als wir den wagen nahmen hatte das schuljahr noch gar nicht begonnen also also sollten gryffindor eigentlich keine punkte abgezogen werden oder schloss er und blickte sie gespannt an;train;und da wir gerade von gryffindor sprechen sagte professor mcgonagall scharf doch harry unterbrach sie professor als wir den wagen nahmen hatte das schuljahr noch gar nicht begonnen also also sollten gryffindor eigentlich keine punkte abgezogen werden oder schloss er und blickte sie gespannt an
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;031_Rowling_HP_Kammer.mp3;031_Rowling_HP_Kammer (09252-09753).mp3;9252;9753;502;210652;professor mcgonagall versetzte ihm einen durchdringenden blick daher war sich sicher den anflug eines lächelns zu erkennen jedenfalls sah ihr mund nicht mehr ganz so schmal aus;professor mcgonagall versetzte ihm einen durchdringenden blick doch er war sich sicher den anflug eines lächelns zu erkennen jedenfalles sah ihr mund nicht mehr ganz so schmal aus;translate;professor mcgonagall versetzte ihm einen durchdringenden blick doch er war sich sicher den anflug eines lächelns zu erkennen jedenfalls sah ihr mund nicht mehr ganz so schmal aus
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;031_Rowling_HP_Kammer.mp3;031_Rowling_HP_Kammer (09753-09814).mp3;9753;9814;61;25914;ich werde gryffindor;ich werde gryffindor;train;ich werte gryffindor
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;031_Rowling_HP_Kammer.mp3;031_Rowling_HP_Kammer (09851-09911).mp3;9851;9911;60;25496;keine punkte abziehen;keine punkte abziehen;train;keine punkte abziehen
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;031_Rowling_HP_Kammer.mp3;031_Rowling_HP_Kammer (09918-10072).mp3;9918;10072;154;64784;sagte sie und harry wurde es ganz leicht ums herz;sagte sie und harry wurde es ganz leicht ums herz;train;sagte sie und harry wurde es ganz leicht ums herz
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;031_Rowling_HP_Kammer.mp3;031_Rowling_HP_Kammer (10075-10118).mp3;10075;10118;43;18391;aber ihr;aber ihr;train;aber ihr
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;031_Rowling_HP_Kammer.mp3;031_Rowling_HP_Kammer (10123-10208).mp3;10123;10208;85;35945;werdet beide strafarbeiten bekommen;werdet beide strafarbeiten bekommen;train;werdet beide strafarbeiten bekommen
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;031_Rowling_HP_Kammer.mp3;031_Rowling_HP_Kammer (10257-10356).mp3;10257;10356;99;41796;das war besser als harry befürchtet hatte;das war besser als harry befürchtet hatte;train;das war besser als harry befürchtet hatte
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;031_Rowling_HP_Kammer.mp3;031_Rowling_HP_Kammer (10398-10719).mp3;10398;10719;321;134583;dumbledore wollte den dursleys schreiben na wenn schon die würden gewiss nur enttäuscht darüber sein dass die peitschende weide ihn nicht zermalmt hatte;dumbledore wollte den dursleys schreiben na wenn schon die würden gewiss nur enttäuscht darüber sein dass die peitschende weide ihn nicht zermalmt hatte;train;dumbledore wollte den dursleys schreiben awenschon die würden gewiss nur enttäuscht darüber sein dass die peitschende weide ihn nicht zermalmt hatte
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;031_Rowling_HP_Kammer.mp3;031_Rowling_HP_Kammer (10718-11415).mp3;10718;11415;697;291736;professor mcgonagall hob abermals ihren zauberstab und richtete ihn auf snapes schreibtisch mit einem leisen knall erschienen ein teller mit belegten broten zwei becher und ein krug mit eisgekühltem kürbissaft ihr esst hier und geht dann gleich in euren schlafsaal;professor mcgonagall hob abermals ihren zauberstab und richtete ihn auf snapes schreibtisch mit einem leisen knall erschienen ein teller mit belegten broten zwei silberne becher und ein krug mit eisgekühltem kürbissaft ihr esst hier und geht dann gleich in euren schlafsaal;train;professor mcgonagall hob abermals ihren zauberstab und richtete ihn auf snapes schreibtisch mit einem leisen knall erschienen ein teller mit belegtem broten zwei becher und ein krug mit eis gekühltem kürbissaft ihr esst hier und geht dann gleich in euren schlafsaal
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;031_Rowling_HP_Kammer.mp3;031_Rowling_HP_Kammer (11414-11493).mp3;11414;11493;79;33437;sagte sie ich muss zurück zur feier;sagte sie ich muss zurück zur feier;train;sagte sie ich muss zurück zur feier
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;031_Rowling_HP_Kammer.mp3;031_Rowling_HP_Kammer (11495-12232).mp3;11495;12232;723;303440;als ich die tür hinter ihr geschlossen hatte kam von ron ein langer und lauter pfiff ich dachte es wäre aus mit uns sagte er und griff nach einem boot ich auch sagte harry und bediente sich ebenfalls;als sich die tür hinter ihr geschlossen hatte kam von ron ein langer und lauter pfiff ich dachte es wäre aus mit uns sagte er und griff nach einem brot ich auch sagte harry und bediente sich ebenfalles;translate;als sich die tür hinter ihr geschlossen hatte kam von ron ein langer und lauter pfiff ich dachte es wäre aus mit uns sagte er und griff nach einem brot ich auch sagte harry und bediente sich ebenfalls
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;031_Rowling_HP_Kammer.mp3;031_Rowling_HP_Kammer (12250-12322).mp3;12250;12322;72;30512;aber wir hatten doch wirklich;aber wir hatten doch wirklich;train;aber wir hatten doch wirklich
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;031_Rowling_HP_Kammer.mp3;031_Rowling_HP_Kammer (12323-12759).mp3;12323;12759;427;179305;und glaubliches pech schmatzte ron durch einen mund voll höhnchen und schinken fred und george müssen dieses autor fünf oder sechsmal geflogen haben und kein muggel hat die jene gesehen;unglaubliches pech schmatzte ron durch einen mund voll hühnchen und schinken fred und george müssen dieses auto fünf oder sechs mal geflogen haben und kein muggel hat die je gesehen;translate;unglaubliches pech schmatzte ron durch einen mund voll höhnchen und schinken fred und george müssen dieses auto fünf oder sechsmal geflogen haben und kein muggel hat die je gesehen
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;031_Rowling_HP_Kammer.mp3;031_Rowling_HP_Kammer (12778-12879).mp3;12778;12879;101;42632;er schluckte und nahm einen weiteren gewaltigen bissen;er schluckte und nahm einen weiteren gewaltigen bissen;train;er schluckte und nahm einen weiteren gewaltigen bissen
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;031_Rowling_HP_Kammer.mp3;031_Rowling_HP_Kammer (12928-13059).mp3;12928;13059;131;55171;warum sind wir nicht durch die absperrung gekommen;warum sind wir nicht durch die absperrung gekommen;train;warum sind wir nicht durch die absperrung gekommen
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;031_Rowling_HP_Kammer.mp3;031_Rowling_HP_Kammer (13058-13169).mp3;13058;13169;108;45976;harry zuckte die achseln;harry zuckte die achseln;translate;harry zuckte die achseln
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;031_Rowling_HP_Kammer.mp3;031_Rowling_HP_Kammer (13178-13440).mp3;13178;13440;262;109924;von jetzt an müssen wir jedenfalls aufpassen sagte er und nahm einen kräftigen schluck körpissaft;von jetzt an müssen wir jedenfalles aufpassen sagte er und nahm einen kräftigen schluck kürbissaft;train;von jetzt an müssen wir jedenfalls aufpassen sagte er und nahm einen kräftigen schluck kürpihsaft
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;031_Rowling_HP_Kammer.mp3;031_Rowling_HP_Kammer (13456-13542).mp3;13456;13542;86;36363;wünschte wir könnten hoch zur feier;wünschte wir könnten hoch zur feier;train;wünschte wir könnten hoch zur feier
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;031_Rowling_HP_Kammer.mp3;031_Rowling_HP_Kammer (13541-13941).mp3;13541;13941;400;167602;sie wollte nicht dass wir mit der geschichte angeben sagte ron weise will nicht dass die anderen glauben er seien ne tolle sache mit einem fliegenden auto aufzutauchen;sie wollte nicht dass wir mit der geschichte angeben sagte ron weise will nicht dass die andern glauben es sei eine tolle sache mit einem fliegenden auto aufzutauchen;train;sie wollte nicht dass wir mit der geschichte angeben sagte ron weise will nicht dass die anderen glauben ssei eine tolle sache mit einem pfliegenden auto aufzutauchen
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;032_Rowling_HP_Kammer.mp3;032_Rowling_HP_Kammer (00001-00322).mp3;1;322;321;134583;als sie so viele brote verspeist hatten wie sie konnten die plattefülte sich immer wieder nach standen sie auf und verließen das büro;als sie so viele brote verspeist hatten wie sie konnten der teller füllte sich immer wieder nach standen sie auf und verließen das büro;train;als sie so viele brote verspeist hatten wie sie konnten die platte füllte sich immer wieder nach standen sie auf und verließen das büro
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;032_Rowling_HP_Kammer.mp3;032_Rowling_HP_Kammer (00337-00904).mp3;337;904;567;237401;sie gingen den vertrauten weg zum turm der gryffindors hinauf im schloss war es ruhig die feier schien vorüberzu sein sie gingen an murmelnden porträts und quietschten den rüstungen vorbei und stiegen die schmalen steintreppen empor;sie gingen den vertrauten weg zum turm der gryffindors hinauf im schloss war es ruhig die feier schien vorüber zu sein sie gingen an murmelnden porträts und quietschenden rüstungen vorbei und stiegen die schmalen steintreppen empor;train;sie gingen den vertrauten weg zum turm der gryffindors hinauf im schloss war es ruhig die feier schien vorüber zu sein sie gingen an murmelnden porträts und quietschenden rüstungen vorbei und stiegen die schmalen steintreppen empor
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;032_Rowling_HP_Kammer.mp3;032_Rowling_HP_Kammer (00930-01365).mp3;930;1365;435;182231;endlich erreichten sie den korridor an dessen ende der geheime eingang zum gryffindor turm versteckt war hinter dem ölgemälde einer sehr fetten dame in einem rosa seidenkleid;endlich erreichten sie den korridor an dessen ende der geheime eingang zum gryffindor turm versteckt war hinter dem ölgemälde einer sehr fetten dame in einem rosa seidenkleid;train;endlich erreichten sie den korridor an dessen ende der geheime eingang zum gryffindor turm versteckt war hinter dem ölgemälde einer sehr fetten dame in einem rosa seitenkleid
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;032_Rowling_HP_Kammer.mp3;032_Rowling_HP_Kammer (01364-01670).mp3;1364;1670;306;128314;passwort fragte sie als sie näher kamen ähm sagte harry;passwort fragte sie als sie näher kamen ähm sagte harry;train;passwart fragte sie als sie näher kamen ähm sagte harry
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;032_Rowling_HP_Kammer.mp3;032_Rowling_HP_Kammer (01675-02537).mp3;1675;2537;862;360699;sie kannten das passwort für das neue schuljahr nicht weil sie noch keine vertrauensschüler der gryffindors getroffen hatten doch fast im gleichen moment nahte auch schon hilfe hinter sich hörten sie fußgetrappel und als sie sich umdrehten sahen sie hermine auf sie zurennen da seid ihr ja wo wart ihr denn es gab die lächerlichsten gerüchte jemand meint ir seid rausgeflogen weil ihr ein fliegendes auto geschrottet habt;sie kannten das passwort für das neue schuljahr nicht weil sie noch keinen vertrauensschüler der gryffindors getroffen hatten doch fast im gleichen moment nahte auch schon hilfe hinter sich hörten sie fußgetrappel und als sie sich umdrehten sahen sie hermine auf sie zurennen da seid ihr ja wo wart ihr denn es gab die lächerlichsten gerüchte jemand meinte ihr seid rausgeflogen weil ihr ein fliegendes auto geschrottet habt;train;sie kannten das passwort für das neue schuljahr nicht weil sie noch keine vertrauensschüler der gryffindors getroffen hatten doch fast im gleichen moment nahte auch schon hilfe hinter sich hörten sie fußgetrappel und als sie sich umdrehten sahen sie hermine auf sie zurennen seit ihr jahr wo wart ihr denn es gab die lächerlichsten gerüchte jemand meinte ihr seid rausgeflogen weil ihr ein fliegendes auto geschrottet habt
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;032_Rowling_HP_Kammer.mp3;032_Rowling_HP_Kammer (02552-02692).mp3;2552;2692;140;58933;nun wir sind nicht rausgeflogen versicherte ihr harry;nun wir sind nicht rausgeflogen versicherte ihr harry;train;nun wir sind nicht rausgeflogen versicherte ihr harry
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;032_Rowling_HP_Kammer.mp3;032_Rowling_HP_Kammer (02700-04126).mp3;2700;4126;1427;597264;sag du es is ar tatsächlich hergeflogen sagte hermine und klang dabei fast so streng wie professor mcgonagall spar dir den vortrag sagte ron unwirsch und sag uns das neue passwort es ist badvogel sagte hermine ungeduldig aber darum geht s jetzt nicht sie wurde jedoch unterbrochen denn das porträt der fetten dame klappte zur seite und plötzlich brach ein beifallssturm los es schien als wären alle gryffindors noch wach dicht getränkt standen sie in ihrem kreisrunden gemeinschaftsraum auf tischen und knuddligen sesseln verteilt und warteten auf ihre ankunft;sagt bloß ihr seid tatsächlich hergeflogen sagte hermine und klang dabei fast so streng wie professor mcgonagall spar dir den vortrag sagte ron unwirsch und sag uns das neue passwort es ist bartvogel sagte hermine ungeduldig aber darum geht s jetzt nicht sie wurde jedoch unterbrochen denn das porträt der fetten dame klappte zur seite und plötzlich brach ein beifallssturm los es schien als wären alle gryffindors noch wach dicht gedrängt standen sie in ihrem kreisrunden gemeinschaftsraum auf tischen und knuddeligen sesseln verteilt und warteten auf ihre ankunft;translate;sag losie ag tatsächlich hergeflogen sagte hermine und klang dabei fast so streng wie professor mcgonagall spar deden vortrag sagte ron unwirsch und sag uns das neue passwort es ist badvogel sagte hermine ungeduldig aber darum geht's jetzt nicht sie wurde jedoch unterbrochen denn das porträt der fetten dame klappte zur seite und plötzlich brach ein beifallssturmlos es schien als wären alle gryffindors noch wach dicht gedrängt standen sie in ihrem kreis runden gemeinschaftsraum auf tischen und knutteligen sesseln verteilt und warteten auf ihre ankunft
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;032_Rowling_HP_Kammer.mp3;032_Rowling_HP_Kammer (04140-04385).mp3;4140;4385;245;102818;arme streckten sich durch das porträtloch um harry und ron hineinzuziehen und hermine musste hinter ihnen herklettern;arme streckten sich durch das porträtloch um harry und ron hineinzuziehen und hermine musste hinter ihnen herklettern;train;arme streckten sich durch das porträtloch um harry und ron hineinzuziehen und hermine musste hinter ihnen herklettern
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;032_Rowling_HP_Kammer.mp3;032_Rowling_HP_Kammer (04388-04759).mp3;4388;4759;371;155481;klasse gemacht schrie lee jordan genial was für ein auftritt einen wagen mitten in die peitschende weide hineinzufliegen darüber wird man noch in jahren reden;klasse gemacht schrie lee jordan genial was für ein auftritt einen wagen mitten in die peitschende weide hineinzufliegen darüber wird man noch in jahren reden;train;klasse gemacht schrie lee jordan genial was für ein auftritt einen wagen mitten in die peitschende weite hineinzufliegen darüber wird man noch in jahren reden
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;032_Rowling_HP_Kammer.mp3;032_Rowling_HP_Kammer (04762-05711).mp3;4762;5711;924;387450;gut s gemacht sagte ein fünftklässler mit dem harry noch nie gesprochen hatte jemand klopfte ihm auf die schulter als ob er gerade einen machertonlauf gewommen hätte fred und george drängten sich zu ihnen durch und sagten gleichzeitig wara musse zum trolle haben du uns den nicht zurückgerufen ron war scharlachrot im gesicht und grinste verlegen doch harry erblickte einen jungen in der schar der köpfe der gar nicht glücklich aussah;gut gemacht sagte ein fünftklässler mit dem harry noch nie gesprochen hatte jemand klopfte ihm auf die schulter als ob er gerade einen marathonlauf gewonnen hätte fred und george drängten sich zu ihnen durch und sagten gleichzeitig warum zum teufel habt ihr uns denn nicht zurückgerufen ron war scharlachrot im gesicht und grinste verlegen doch harry erblickte einen jungen in der schar der köpfe der gar nicht glücklich aussah;translate;gut gemacht sagte ein fünftklässler mit dem harry noch nie gesprochen hatte jemand klopfte ihm auf die schulter als ob er gerade einen maraton lauf gewonnen hätte fred und george drängten sich zu ihnen durch und sagten gleichzeitig warerose zum teuler habet ihr uns de nicht zurückgerufen ron war scharlachrot im gesicht und grenste verlegen doch harry erblickte einen jungen in der schar der köpfe der gar nicht glücklich aussah
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;032_Rowling_HP_Kammer.mp3;032_Rowling_HP_Kammer (05734-06317).mp3;5734;6317;583;244089;hinter einigen aufgeregten erstklässlern erkannte er percy der offenbar nahe genug heranzukommen versuchte um ihnen einen strafpretigt zu halten harry stieß ron in die rippen und nickte in percys richtung ron verstand sofort;hinter einigen aufgeregten erstklässlern erkannte er percy der offenbar nahe genug heranzukommen versuchte um ihnen eine strafpredigt zu halten harry stieß ron in die rippen und nickte in percys richtung ron verstand sofort;train;hinter einigen aufgeregten erstklässlern erkannte er percy der offenbar nahe genug heranzukommen versuchte um ihnen eine strafpredigt zu halten harry stieß ron in die rippen und nickte in percys richtung ron verstand sofort
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;032_Rowling_HP_Kammer.mp3;032_Rowling_HP_Kammer (06330-06731).mp3;6330;6731;401;168020;müssen jetzt nach oben sind ein wenig möde sagte er und sie barten sich einen weg zur tür gegenüber die zu einer wendeltreppe und in die schlafsäle hochführte;müssen jetzt nach oben sind ein wenig müde sagte er und sie bahnten sich einen weg zur tür gegenüber die zu einer wendeltreppe und in die schlafsäle hochführte;train;müssen jetzt nach oben sind ein wenig müde sagte er und sie bahnten sich einen weg zur tür gegenüber die zu einer wendeltreppe und in die schlafsäle hochführte
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;032_Rowling_HP_Kammer.mp3;032_Rowling_HP_Kammer (06756-07009).mp3;6756;7009;253;106580;nacht rief harry noch hermine zu die genau den gleichen vorwursvollen blick aufgesetzt hatte wie percy;nacht rief harry noch hermine zu die genau den gleichen vorwurfsvollen blick aufgesetzt hatte wie percy;translate;nacht rief harry noch hermine zu die genau den gleichen vorwurfsvollen blick aufgesetzt hatte wie percy
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;032_Rowling_HP_Kammer.mp3;032_Rowling_HP_Kammer (07012-07343).mp3;7012;7343;331;138763;immer noch unter schulterklopfen der umherstehenden schafften sie es auf die andere seite des gemeinschaftsraumes und hinaus in die stille des treppenaufgangs;immer noch unter schulterklopfen der umstehenden schafften sie es auf die andere seite des gemeinschaftsraumes und hinaus in die stille des treppenaufganges;train;immer noch unter schulterklopfen der umherstehenden schafften sie es auf die andere seite des gemeinschaftsraumes und hinaus in die stille des treppenaufgangs
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;032_Rowling_HP_Kammer.mp3;032_Rowling_HP_Kammer (07346-07475).mp3;7346;7475;129;54335;eilends stiegen sie empor bis an die spitze;eilends stiegen sie empor bis an die spitze;train;eilends stiegen sie empor bis an die spitze
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;032_Rowling_HP_Kammer.mp3;032_Rowling_HP_Kammer (07479-07751).mp3;7479;7751;272;114103;und standn nun endlich vor der tür ihres alten schlafsaals auf dem jetzt ein schild mit der aufschrift;und standen nun endlich vor der tür ihres alten schlafsaals auf dem jetzt ein schild mit der aufschrift;train;und stand nun endlich vor der tür ihres alten schlafsaals auf dem jetzt ein schild mit der aufschrift
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;032_Rowling_HP_Kammer.mp3;032_Rowling_HP_Kammer (07753-07844).mp3;7753;7844;91;38453;zweitklässler angebracht war;zweitklässler angebracht war;train;zweitklässler angebracht war
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;032_Rowling_HP_Kammer.mp3;032_Rowling_HP_Kammer (07876-08165).mp3;7876;8165;289;121209;sie betraten das vertraute runde turmzimmer mit den fünf samtbehangenen himmelbetten und den hohen schmalen fenstern;sie betraten das vertraute runde turmzimmer mit den fünf roten samtbehangenen himmelbetten und den hohen schmalen fenstern;train;sie betraten das vertraute runde turmzimmer mit den fünf samt behangenen himmelbetten und den hohen schmalen fenstern
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;032_Rowling_HP_Kammer.mp3;032_Rowling_HP_Kammer (08164-08316).mp3;8164;8316;152;63948;ihre koffer waren schon hochgebracht worden und standen vor den betten;ihre koffer waren schon hochgebracht worden und standen vor den betten;train;ihre koffer waren schon hoch gebracht worden und standen vor den betten
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;032_Rowling_HP_Kammer.mp3;032_Rowling_HP_Kammer (08353-08469).mp3;8353;8469;116;48902;schuldbewusst grinste ron harry an;schuldbewusst grinste ron harry an;train;schuldbewusst grinste ron harry an
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;032_Rowling_HP_Kammer.mp3;032_Rowling_HP_Kammer (08485-09226).mp3;8485;9226;741;310126;ich weiß das hätt ich nicht genießen sollen aber die schlafsaaltür flog auf und hereinkamen die anderen jungen der zweiten klasse von gryffindor seamus finnigan den thomas und neville longbottom unglaublich rief seamus strahlend cool sagte dean;ich weiß das hätte ich nicht genießen sollen aber die schlafsaaltür flog auf und herein kamen die anderen jungen der zweiten klasse von gryffindor seamus finnigan dean thomas und neville longbottom unglaublich rief seamus strahlend cool sagte dean;train;ich weiß das hätte ich nicht genießen sollen aber die schlafsaaltür flog auf und herein kamen die anderen jungen der zweiten klasse von gryffindor seamus finnigan den thomas und neville longbottom unglaublich rief seamus strahlend cool sagte dean
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;032_Rowling_HP_Kammer.mp3;032_Rowling_HP_Kammer (09225-09443).mp3;9225;9443;212;89444;fantastisch sagte neville ehrfurchtsvoll harry konnte nicht anders;phantastisch sagte neville ehrfurchtsvoll harry konnte nicht anders;translate;fantastisch sagte neville ehrfurchtsvoll harry konnte nicht anders
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;032_Rowling_HP_Kammer.mp3;032_Rowling_HP_Kammer (09463-09526).mp3;9463;9526;63;26750;auch er grinste;auch er grinste;train;auch er grinste
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;033_Rowling_HP_Kammer.mp3;033_Rowling_HP_Kammer (00019-00614).mp3;19;614;586;246180;gildroy lockhart am tag darauf jedoch hatte harry kaum etwas zu grinsen vom frühstück in der großen halle an gingesberg ab die vier langen haustische unter der magischen decke heute in wolkig trübem grau;gilderoy lockhart am tag darauf jedoch hatte harry kaum etwas zu grinsen vom frühstück in der großen halle an ging es bergab die vier langen haustische unter der magischen decke heute in wolkig trübem grau;translate;gilderoy lockhart am tag darauf jedoch hatte harry kaum etwas zu grinsen vom frühstück in der großen halle an ging es berg ab die vier langen haustische unter der magischen decke heute in wolkig trübem grau
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;033_Rowling_HP_Kammer.mp3;033_Rowling_HP_Kammer (00616-01675).mp3;616;1675;1059;443037;ächzten unter ihrer last aus schüsseln mit haferbrei platten voll geräuchertem herringtellern mit eiern und schinken und bergen von toastbrot harry und ron setzten sich an den tisch der gryffindors neben hermine die abstecher mit vampiren aufgeschlagen gegen einen milchkrug gelehnt hatte ihr morgen gruß klang ein wenig steif und harry spürte dass sie immer noch die art und weise wie er und ron nach hogwarts gelangt waren missbilligte;ächzten unter ihrer last aus schüsseln mit haferbrei platten voll geräuchertem hering tellern mit eiern und schinken und bergen von toastbrot harry und ron setzten sich an den tisch der gryffindors neben hermine die abstecher mit vampiren aufgeschlagen gegen einen milchkrug gelehnt hatte ihr morgen gruß klang ein wenig steif und harry spürte dass sie immer noch die art und weise wie er und ron nach hogwarts gelangt waren missbilligte;train;ächzten unter ihrer last aus schüsseln mit haferbrei platten voll geräuchertem hering tellern mit eiern und schinken und bergen von toastbrot harry und ron setzten sich an den tisch der gryffindors neben hermine die abstecher mit vampiren aufgeschlagen gegen einen milchkrug gelehnt hatte ihr morgen gruß klang ein wenig steif und harry spürte dass sie immer noch die art und weise wie er und ron nach hogwarts gelangt waren missbilligte
