DsId;Orginaldatei;Datei;Start;End;Length;Duration;Size;Translated0;OriginalText;Action;Sort1
abu1;tx0132.mp3;tx0132.mp3;0;67200;70;2.100000000000001;33855;das problem versteckt sich vor sich selbst;das problem versteckt sich vor sich selbst;train8;0
abu1;tx0133.mp3;tx0133.mp3;0;64320;67;2.0100000000000016;32601;das scheinen unsere augen dann zu sagen;das scheinen unsere augen dann zu sagen;train8;0
abu1;tx0134.mp3;tx0134.mp3;0;71040;74;2.22;35527;das schiff ist leider gestrandet;das schiff ist leider gestrandet;train;0
abu1;tx0135.mp3;tx0135.mp3;0;135360;141;4.229999999999991;68128;das sein ist das es bezogen auf sich selbst;das sein ist das es bezogen auf sich selbst;train;0
abu1;tx0136.mp3;tx0136.mp3;0;96000;100;2.999999999999995;48066;das sind die besten zeiten von den guten;das sind die besten zeiten von den guten;train;0
abu1;tx0137.mp3;tx0137.mp3;0;66240;69;2.070000000000001;33437;das sollte aber besser unter uns bleiben;das sollte aber besser unter uns bleiben;train8;0
abu1;tx0138.mp3;tx0138.mp3;0;69120;72;2.1600000000000006;34691;das spricht unsere sinnlichkeit an;das spricht unsere sinnlichkeit an;train;0
abu1;tx0139.mp3;tx0139.mp3;0;83520;87;2.6099999999999977;41796;das interessiert mich extrem peripher;das interessiert mich extrem peripher;train8;0
abu1;tx0140.mp3;tx0140.mp3;0;90240;94;2.8199999999999963;45140;das tut meinem wissensdurst einen riesigen gefallen;das tut meinem wissensdurst einen riesigen gefallen;train;0
abu1;tx0141.mp3;tx0141.mp3;0;62400;65;1.9500000000000013;31347;das war rettung in letzter not;das war rettung in letzter not;train;0
abu1;tx0142.mp3;tx0142.mp3;0;110400;115;3.449999999999992;55589;das wasser ist ständig bewegt und trübe;das wasser ist ständig bewegt und trübe;train;0
abu1;tx0143.mp3;tx0143.mp3;0;106560;111;3.329999999999993;53499;das wesentliche ist für das auge unsichtbar;das wesentliche ist für das auge unsichtbar;train;0
abu1;tx0144.mp3;tx0144.mp3;0;80640;84;2.5199999999999982;40543;dass wir uns an keinen menschen klammern sollen;dass wir uns an keinen menschen klammern sollen;train8;0
abu1;tx0145.mp3;tx0145.mp3;0;102720;107;3.2099999999999937;51827;das wissen aus früheren leben erwacht;das wissen aus früheren leben erwacht;train;0
abu1;tx0146.mp3;tx0146.mp3;0;108480;113;3.389999999999993;54335;das wort trifft tiefer und schärfer als jeder pfeil;das wort trifft tiefer und schärfer als jeder pfeil;train;0
abu1;tx0147.mp3;tx0147.mp3;0;137280;143;4.289999999999991;68964;das wort wird zu magischen zwecken dienstbar;das wort wird zu magischen zwecken dienstbar;train;0
abu1;tx0148.mp3;tx0148.mp3;0;41280;43;1.290000000000001;20898;das ahnt niemand;das ahnt niemand;train8;0
abu1;tx0149.mp3;tx0149.mp3;0;119040;124;3.7199999999999904;59769;dass anderer menschen gedanken solchen einfluss auf uns haben;dass anderer menschen gedanken solchen einfluss auf uns haben;10000;0
abu1;tx0151.mp3;tx0151.mp3;0;51840;54;1.6200000000000012;26332;dass ein jahr verging;dass ein jahr verging;train8;0
abu1;tx0152.mp3;tx0152.mp3;0;50880;53;1.5900000000000012;25496;das ist mir gleich aufgefallen;das ist mir gleich aufgefallen;train8;0
abu1;tx0153.mp3;tx0153.mp3;0;90240;94;2.8199999999999963;45140;die entstehungsgeschichte einer zukünftigen revolution;die entstehungsgeschichte einer zukünftigen revolution;train;0
abu1;tx0154.mp3;tx0154.mp3;0;43200;45;1.350000000000001;21734;die erfahrungen sind breit;die erfahrungen sind breit;train;0
abu1;tx0155.mp3;tx0155.mp3;0;70080;73;2.1900000000000004;35109;die erleuchtung der nähe ist es für die man lebt;die erleuchtung der nähe ist es für die man lebt;train;0
abu1;tx0156.mp3;tx0156.mp3;0;67200;70;2.100000000000001;33855;die ewig gestrigen allein dass es sie gibt;die ewig gestrigen allein dass es sie gibt;train8;0
abu1;tx0157.mp3;tx0157.mp3;0;41280;43;1.290000000000001;20898;die farben der wirklichkeit;die farben der wirklichkeit;train;0
abu1;tx0158.mp3;tx0158.mp3;0;95040;99;2.969999999999996;47648;die feinen gegenstände enden in der urmaterie;die feinen gegenstände enden in der urmaterie;train;0
abu1;tx0159.mp3;tx0159.mp3;0;33600;35;1.0500000000000007;17137;flucht nach vorne;flucht nach vorne;train8;0
abu1;tx0160.mp3;tx0160.mp3;0;46080;48;1.440000000000001;23406;ganze welt nimmt teil;ganze welt nimmt teil;train9;0
abu1;tx0161.mp3;tx0161.mp3;0;83520;87;2.6099999999999977;42214;die ganze geschichte könnte hier enden aber;die ganze geschichte könnte hier enden aber;train;0
abu1;tx0162.mp3;tx0162.mp3;0;69120;72;2.1600000000000006;34691;die höchste tugend ist die wahrhaftigkeit;die höchste tugend ist die wahrhaftigkeit;train;0
abu1;tx0163.mp3;tx0163.mp3;0;82560;86;2.579999999999998;41378;die geister die ich rief ich werd' sie nicht mehr los;die geister die ich rief ich werd' sie nicht mehr los;train9;10000
abu1;tx0164.mp3;tx0164.mp3;0;83520;87;2.6099999999999977;41796;die idee vom primzahlkreuz hat mich gepackt;die idee vom primzahlkreuz hat mich gepackt;train;0
abu1;tx0165.mp3;tx0165.mp3;0;165120;172;5.159999999999998;82756;die internationale erkämpft die menschenrechte;die internationale erkämpft die menschenrechte;train;0
abu1;tx0166.mp3;tx0166.mp3;0;85440;89;2.6699999999999973;43050;die kindheit ist eine errungenschaft des mittelalters;die kindheit ist eine errungenschaft des mittelalters;train;0
abu1;tx0170.mp3;tx0170.mp3;0;46080;48;1.440000000000001;23406;die letzten werden die ersten sein;die letzten werden die ersten sein;train;0
abu1;tx0171.mp3;tx0171.mp3;0;76800;80;2.399999999999999;38871;die liebe ist anders in der jugend als im alter;die liebe ist anders in der jugend als im alter;train;0
abu1;tx0172.mp3;tx0172.mp3;0;66240;69;2.070000000000001;33437;die löcher sind die hauptsache an einem sieb;die löcher sind die hauptsache an einem sieb;train7;10000
abu1;tx0173.mp3;tx0173.mp3;0;81600;85;2.549999999999998;40960;die meinen realitätskonflikt auslöst;die meinen realitätskonflikt auslöst;train;0
abu1;tx0174.mp3;tx0174.mp3;0;75840;79;2.369999999999999;38035;die nachricht verbreitete sich wie ein lauffeuer;die nachricht verbreitete sich wie ein lauffeuer;train;0
abu1;tx0175.mp3;tx0175.mp3;0;55680;58;1.740000000000001;28004;die pause tat mir hoffentlich gut;die pause tat mir hoffentlich gut;train;0
abu1;tx0176.mp3;tx0176.mp3;0;71040;74;2.22;35945;die ratio ist der feind der leidenschaft;die ratio ist der feind der leidenschaft;train;0
abu1;tx0177.mp3;tx0177.mp3;0;49920;52;1.5600000000000012;25078;die ratio ist ein gutes ding;die ratio ist ein gutes ding;train;0
abu1;tx0178.mp3;tx0178.mp3;0;81600;85;2.549999999999998;40960;die ruhe nach dem sturm löst sich im wasser auf;die ruhe nach dem sturm löst sich im wasser auf;train;0
abu1;tx0179.mp3;tx0179.mp3;0;45120;47;1.410000000000001;22988;die sache verhält sich so;die sache verhält sich so;train;0
abu1;tx0180.mp3;tx0180.mp3;0;90240;94;2.8199999999999963;45140;die spannung steigt und die erotik flimmert durch die lüfte;die spannung steigt und die erotik flimmert durch die lüfte;train;0
abu1;tx0181.mp3;tx0181.mp3;0;85440;89;2.6699999999999973;43050;die sprache ermöglicht eine welt von beschreibungen;die sprache ermöglicht eine welt von beschreibungen;train;0
abu1;tx0182.mp3;tx0182.mp3;0;43200;45;1.350000000000001;21734;die umstellung ist groß;die umstellung ist groß;train;0
abu1;tx0183.mp3;tx0183.mp3;0;75840;79;2.369999999999999;38035;die unsicherheit bietet mehr möglichkeiten;die unsicherheit bietet mehr möglichkeiten;train;0
abu1;tx0184.mp3;tx0184.mp3;0;34560;36;1.0800000000000007;17555;die vögel zwitschern;die vögel zwitschern;train;0
abu1;tx0185.mp3;tx0185.mp3;0;48960;51;1.5300000000000011;24660;die welt wird immer kleiner;die welt wird immer kleiner;train;0
abu1;tx0186.mp3;tx0186.mp3;0;32640;34;1.020000000000001;16719;die welt ist klein;die welt ist klein;train;0
abu1;tx0187.mp3;tx0187.mp3;0;53760;56;1.6800000000000013;27168;die welt verhält sich ambivalent;die welt verhält sich ambivalent;train;0
abu1;tx0188.mp3;tx0188.mp3;0;34560;36;1.0800000000000007;17555;die welt ist klang;die welt ist klang;train;0
abu1;tx0189.mp3;tx0189.mp3;0;63360;66;1.980000000000001;31765;die welt besteht aus polaritäten;die welt besteht aus polaritäten;train;0
abu1;tx0190.mp3;tx0190.mp3;0;31680;33;0.9900000000000008;16301;die welt ist halt rund;die welt ist halt rund;train;0
abu1;tx0191.mp3;tx0191.mp3;0;38400;40;1.2000000000000008;19227;die welt ist wie sie ist;die welt ist wie sie ist;train;0
abu1;tx0192.mp3;tx0192.mp3;0;96960;101;3.029999999999995;48484;die wirklichkeit wird im interesse des menschen manipuliert;die wirklichkeit wird im interesse des menschen manipuliert;train;0
abu1;tx0193.mp3;tx0193.mp3;0;77760;81;2.429999999999999;39289;die wurzeln der erinnerungspflanzen blühen;die wurzeln der erinnerungspflanzen blühen;train;0
abu1;tx0194.mp3;tx0194.mp3;0;91200;95;2.849999999999996;45976;die zukunft wird viel aufregendes zu tage bringen;die zukunft wird viel aufregendes zu tage bringen;train;0
abu1;tx0195.mp3;tx0195.mp3;0;127680;133;3.9899999999999887;63948;die zukunft wurzelt in der vergangenheit;die zukunft wurzelt in der vergangenheit;train;0
abu1;tx0197.mp3;tx0197.mp3;0;85440;89;2.6699999999999973;43050;diese intensität nicht zu fassen;diese intensität nicht zu fassen;train8;0
abu1;tx0198.mp3;tx0198.mp3;0;82560;86;2.579999999999998;41378;doch allein der schmerz bleibt;doch allein der schmerz bleibt;train;0
abu1;tx0199.mp3;tx0199.mp3;0;72960;76;2.28;36781;doch alles wird sinnlos sein ohne dich;doch alles wird sinnlos sein ohne dich;train;0
abu1;tx0200.mp3;tx0200.mp3;0;60480;63;1.8900000000000008;30512;doch da haut es die boxen nieder;doch da haut es die boxen nieder;train;0
abu1;tx0201.mp3;tx0201.mp3;0;83520;87;2.6099999999999977;42214;doch die zeit braucht eine ewigkeit;doch die zeit braucht eine ewigkeit;train;0
abu1;tx0202.mp3;tx0202.mp3;0;81600;85;2.549999999999998;40960;doch durch klarheit entsteht macht;doch durch klarheit entsteht macht;train;0
abu1;tx0203.mp3;tx0203.mp3;0;32640;34;1.020000000000001;16719;doch es scheint;doch es scheint;train;0
abu1;tx0300.mp3;tx0300.mp3;0;290880;303;9.089999999999998;145450;und die längst verlorn geglaubten werden von den toten auferstehen;und die längst verlorn geglaubten werden von den toten auferstehen;train;0
abu1;tx0301.mp3;tx0301.mp3;0;41280;43;1.290000000000001;20898;bist du von einer andern welt;bist du von einer andern welt;train;0
abu1;tx0302.mp3;tx0302.mp3;0;189120;197;5.910000000000005;94877;weiß was duetz machst du nimm sie hetz zum latt papier e und schreibst erst mal das über die erstsopsituation ab ja;weiß was duetz machst du nimm sie hetz zum latt papier e und schreibst erst mal das über die erstsopsituation ab ja;20000;0
abu1;tx0303.mp3;tx0303.mp3;0;72000;75;2.25;36363;ja das ist das ist natürlich geil ne;ja das ist das ist natürlich geil ne;train7;10000
abu1;tx0304.mp3;tx0304.mp3;0;76800;80;2.399999999999999;38871;ich fang's mal an ich kann ja immer noch wechseln;ich fang's mal an ich kann ja immer noch wechseln;train9;0
abu1;tx0305.mp3;tx0305.mp3;0;184320;192;5.760000000000003;92369;hja aber ich weiß nicht ich find das nicht so schlimm irgendwie;ja aber ich weiß nicht ich find das nicht so schlimm irgendwie;10000;0
abu1;tx0306.mp3;tx0306.mp3;0;36480;38;1.1400000000000008;18391;el;el;train;0
abu1;tx0307.mp3;tx0307.mp3;0;31680;33;0.9900000000000008;15883;macht schon nervös;macht schon nervös;train;0
abu1;tx0308.mp3;tx0308.mp3;0;64320;67;2.0100000000000016;32183;was für reaktionen treten auf allgemein;was für reaktionen treten auf allgemein;train;0
abu1;tx0312.mp3;tx0312.mp3;0;60480;63;1.8900000000000008;30512;na das ist ja wohl kein problem ne;na das ist ja wohl kein problem ne;train8;100
abu1;tx0314.mp3;tx0314.mp3;0;52800;55;1.6500000000000012;26750;und uns gehört die fabrik;und uns gehört die fabrik;train;0
abu1;tx0315.mp3;tx0315.mp3;0;79680;83;2.4899999999999984;40125;wir streiken wir streiken wir streiken wir streiken;wir streiken wir streiken wir streiken wir streiken;train;0
abu1;tx0316.mp3;tx0316.mp3;0;69120;72;2.1600000000000006;34691;wir streiken wir streiken wir streiken;wir streiken wir streiken wir streiken;train;0
abu1;zba0001.mp3;zba0001.mp3;0;74880;78;2.3399999999999994;37617;in den bäumen kann ich keine bäume mehr sehen;in den bäumen kann ich keine bäume mehr sehen;train;0
abu1;zba0002.mp3;zba0002.mp3;0;36480;38;1.1400000000000008;18391;was soll nur werden;was soll nur werden;train;0
abu1;zba0003.mp3;zba0003.mp3;0;102720;107;3.2099999999999937;51827;ich kann in keinem weg mehr einen weg sehen;ich kann in keinem weg mehr einen weg sehen;train;0
abu1;zba0004.mp3;zba0004.mp3;0;29760;31;0.9300000000000006;15047;ich lausche;ich lausche;train;0
abu1;zba0005.mp3;zba0005.mp3;0;90240;94;2.8199999999999963;45140;verwunschenes wolkenschloß in dem wir treiben;verwunschenes wolkenschloß in dem wir treiben;train7;10000
abu1;zba0006.mp3;zba0006.mp3;0;128640;134;4.019999999999989;64784;wer weiß ob wir nicht schon durch viele himmel so ziehen mit verglasten augen;wer weiß ob wir nicht schon durch viele himmel so ziehen mit verglasten augen;train8;0
abu1;zba0007.mp3;zba0007.mp3;0;64320;67;2.0100000000000016;32183;aber in mir singt noch ein beginnen;aber in mir singt noch ein beginnen;train7;1
abu1;zba0008.mp3;zba0008.mp3;0;125760;131;3.929999999999989;63112;wie soll ich mich nennen ohne in anderer sprache zu sein;wie soll ich mich nennen ohne in anderer sprache zu sein;train;0
abu1;zba0009.mp3;zba0009.mp3;0;73920;77;2.31;37199;blick auf und sieh mich nicht an;blick auf und sieh mich nicht an;train;0
abu1;zba0010.mp3;zba0010.mp3;0;190080;198;5.940000000000005;95295;es ist zeit dass du kommst und mich hältst heiliger wahn;es ist zeit dass du kommst und mich hältst heiliger wahn;train8;0
abu1;zba0011.mp3;zba0011.mp3;0;141120;147;4.409999999999992;70636;das dunkle wasser tausendäugig durchblutet poseidons reich;das dunkle wasser tausendäugig durchblutet poseidons reich;train;0
abu1;zba0012.mp3;zba0012.mp3;0;93120;97;2.909999999999996;46812;und du denkst wie lange noch;und du denkst wie lange noch;train;0
abu1;zba0013.mp3;zba0013.mp3;0;52800;55;1.6500000000000012;26750;und dir schwinden die sinne;und dir schwinden die sinne;train;0
abu1;zba0014.mp3;zba0014.mp3;0;101760;106;3.179999999999994;50992;man ruft dich und du bist froh dass man dich braucht;man ruft dich und du bist froh dass man dich braucht;train8;0
abu1;zba0015.mp3;zba0015.mp3;0;61440;64;1.9200000000000013;30929;alles blieb ungesagt;alles blieb ungesagt;train;0
abu1;zba0016.mp3;zba0016.mp3;0;173760;181;5.430000000000001;87354;aber wie orpheus weiß ich auf der seite des todes das leben;aber wie orpheus weiß ich auf der seite des todes das leben;train;0
abu1;zba0017.mp3;zba0017.mp3;0;87360;91;2.729999999999997;43886;was wird sein wenn wir die schönheit bestehen;was wird sein wenn wir die schönheit bestehen;train;0
abu1;zba0018.mp3;zba0018.mp3;0;37440;39;1.1700000000000008;18809;löse die fessel;löse die fessel;train;0
abu1;zba0019.mp3;zba0019.mp3;0;49920;52;1.5600000000000012;25078;habe ich wen gekränkt;habe ich wen gekränkt;train8;0
abu1;zba0020.mp3;zba0020.mp3;0;30720;32;0.9600000000000006;15465;ich weiß;ich weiß;train;0
abu1;zba0021.mp3;zba0021.mp3;0;50880;53;1.5900000000000012;25496;und liebe beginnt;und liebe beginnt;train;0
abu1;zba0022.mp3;zba0022.mp3;0;40320;42;1.260000000000001;20480;erklär mir liebe;erklär mir liebe;train;0
abu1;zba0023.mp3;zba0023.mp3;0;71040;74;2.22;35527;dein mund verleibt sich neue sprachen ein;dein mund verleibt sich neue sprachen ein;train;0
abu1;zba0024.mp3;zba0024.mp3;0;48960;51;1.5300000000000011;24660;was soll dir noch geschehen;was soll dir noch geschehen;train;0
abu1;zba0025.mp3;zba0025.mp3;0;44160;46;1.380000000000001;22152;wasser weiß zu reden;wasser weiß zu reden;train;0
abu1;zba0026.mp3;zba0026.mp3;0;75840;79;2.369999999999999;38035;ein stein weiß einen anderen zu erweichen;ein stein weiß einen anderen zu erweichen;train8;0
abu1;zba0027.mp3;zba0027.mp3;0;113280;118;3.539999999999992;56843;erklär mir liebe was ich nicht erklären kann;erklär mir liebe was ich nicht erklären kann;train;0
abu1;zba0028.mp3;zba0028.mp3;0;39360;41;1.2300000000000009;20063;erklär mir nichts;erklär mir nichts;train;0
abu1;zba0029.mp3;zba0029.mp3;0;100800;105;3.149999999999994;50574;dass ich vergessen kann und mich erinnern muss;dass ich vergessen kann und mich erinnern muss;train8;100
abu1;zba0030.mp3;zba0030.mp3;0;38400;40;1.2000000000000008;19227;was wahr ist;was wahr ist;train;0
abu1;zba0031.mp3;zba0031.mp3;0;96000;100;2.999999999999995;48066;was wahr ist streut nicht sand in deine augen;was wahr ist streut nicht sand in deine augen;train;0
abu1;zba0032.mp3;zba0032.mp3;0;128640;134;4.019999999999989;64366;was wahr ist schafft nicht zeit es macht sie wett;was wahr ist schafft nicht zeit es macht sie wett;train;0
abu1;zba0033.mp3;zba0033.mp3;0;131520;137;4.10999999999999;66038;und dein ruhiges mutiges herz opfert dir seine wünsche;und dein ruhiges mutiges herz opfert dir seine wünsche;train;0
abu1;zba0034.mp3;zba0034.mp3;0;31680;33;0.9900000000000008;15883;frag nicht;frag nicht;train;0
abu1;zba0035.mp3;zba0035.mp3;0;203520;212;6.360000000000008;101983;so gewiss ist es dass nur die liebe und einer den anderen erhöht;so gewiss ist es dass nur die liebe und einer den anderen erhöht;train8;0
abu1;zba0036.mp3;zba0036.mp3;0;126720;132;3.959999999999989;63530;und tu das wunder dass auch den stein die träne überrinnt;und tu das wunder dass auch den stein die träne überrinnt;train8;0
abu1;zba0037.mp3;zba0037.mp3;0;168960;176;5.279999999999999;84846;was uns interessiert ist allein der versuch auf die erfindung des ich zu verzichten;was uns interessiert ist allein der versuch auf die erfindung des ich zu verzichten;train;0
abu1;zba0038.mp3;zba0038.mp3;0;104640;109;3.2699999999999934;52663;das eigene leben ohne übersetzung in ein buch tragen;das eigene leben ohne übersetzung in ein buch tragen;train;0
abu1;zba0039.mp3;zba0039.mp3;0;190080;198;5.940000000000005;95295;dem ich als denkfigur handlungsfigur einem ich stofflos oder in den stoff gefahren;dem ich als denkfigur handlungsfigur einem ich stofflos oder in den stoff gefahren;train;0
abu1;zba0040.mp3;zba0040.mp3;0;394560;411;12.329999999999927;197695;die ich rolle wie sie hier zu beschreiben versucht wurde gilt für die gesamte literatur dieser art von der antike bis zur gegenwart und sie gilt von literaturwürdigen höchsten rängen bis zu den niedrigsten und schmutzigsten;die ich rolle wie sie hier zu beschreiben versucht wurde gilt für die gesamte literatur dieser art von der antike bis zur gegenwart und sie gilt von literaturwürdigen höchsten rängen bis zu den niedrigsten und schmutzigsten;train9;0
abu1;zba0041.mp3;zba0041.mp3;0;135360;141;4.229999999999991;67710;als sollte es keine einigung geben über den menschen sondern nur immer neue entwürfe;als sollte es keine einigung geben über den menschen sondern nur immer neue entwürfe;train8;0
abu1;zba0042.mp3;zba0042.mp3;0;72960;76;2.28;36781;ein satz von einem ich ohne gewähr;ein satz von einem ich ohne gewähr;train;0
abu1;zba0043.mp3;zba0043.mp3;0;87360;91;2.729999999999997;43886;dieses ich dieses niemand und jemand;dieses ich dieses niemand und jemand;train8;0
abu1;zba0044.mp3;zba0044.mp3;0;39360;41;1.2300000000000009;20063;es könnte sein;es könnte sein;train;0
abu1;zba0045.mp3;zba0045.mp3;0;68160;71;2.130000000000001;34273;so verändert sich das ich unversehens;so verändert sich das ich unversehens;train;0
abu1;zba0046.mp3;zba0046.mp3;0;72960;76;2.28;36781;irgendetwas wie eine geträumte substanz;irgendetwas wie eine geträumte substanz;train;0
abu1;zba0047.mp3;zba0047.mp3;0;285120;297;8.910000000000002;142943;ein gestirn dessen standort und dessen bahnen nie ganz ausgemacht worden sind und dessen kernin seiner zusammensetzung nicht erkannt worden ist;ein gestirn dessen standort und dessen bahnen nie ganz ausgemacht worden sind und dessen kernin seiner zusammensetzung nicht erkannt worden ist;10000;0
abu1;zba0048.mp3;zba0048.mp3;0;109440;114;3.4199999999999924;54753;denn was ist denn ich was könnte es sein;denn was ist denn ich was könnte es sein;train;0
abu1;zba0049.mp3;zba0049.mp3;0;90240;94;2.8199999999999963;45140;denn ich war du und dieses du ich;denn ich war du und dieses du ich;10000;0
abu1;zba0050.mp3;zba0050.mp3;0;246720;257;7.7100000000000195;123716;etwas das eine identität bezeichnet eine chiffre für etwas das zu dechiffrieren mehr mühe macht als die geheimste order;etwas das eine identität bezeichnet eine chiffre für etwas das zu dechiffrieren mehr mühe macht als die geheimste order;train8;10000
abu1;zba0051.mp3;zba0051.mp3;0;77760;81;2.429999999999999;39289;und zugleich scheint es als wäre ich ein nichts;und zugleich scheint es als wäre ich ein nichts;train;0
abu1;zba0052.mp3;zba0052.mp3;0;120960;126;3.77999999999999;60605;aber es gibt ja die forscher und die dichter die nicht locker lassen;aber es gibt ja die forscher und die dichter die nicht locker lassen;train;0
abu1;zba0053.mp3;zba0053.mp3;0;324480;338;10.139999999999976;162587;wenn ich das zu einem einzelnen sage so scheint es doch ziemlich klar zu sein welches ich sich da rührt und was mit dem satz gemeint ist in dem es ich auftritt wer da also etwas sagt;wenn ich das zu einem einzelnen sage so scheint es doch ziemlich klar zu sein welches ich sich da rührt und was mit dem satz gemeint ist in dem es ich auftritt wer da also etwas sagt;train9;10000
abu1;zba0054.mp3;zba0054.mp3;0;35520;37;1.1100000000000008;17973;ich;ich;train;0
abu1;zba0055.mp3;zba0055.mp3;0;239040;249;7.4700000000000175;119955;und einige werden wohl meinen wie könnte man sich hinter dem ich verbergen das ist doch am wenigsten verborgen und so eindeutig;und einige werden wohl meinen wie könnte man sich hinter dem ich verbergen das ist doch am wenigsten verborgen und so eindeutig;train9;0
abu1;zba0056.mp3;zba0056.mp3;0;82560;86;2.579999999999998;41378;myreaden von partikeln die ich ausmachen;myreaden von partikeln die ich ausmachen;train;0
abu1;zba0057.mp3;zba0057.mp3;0;76800;80;2.399999999999999;38871;nachtluft küstenluft;nachtluft küstenluft;train7;100
abu1;zba0058.mp3;zba0058.mp3;0;268800;280;8.400000000000013;134583;um immer wieder atem holen zu können für neue worte neue küsse für ein unaufhörliches geständnis ja ja;um immer wieder atem holen zu können für neue worte neue küsse für ein unaufhörliches geständnis ja ja;train;0
abu1;zba0059.mp3;zba0059.mp3;0;74880;78;2.3399999999999994;37617;und ich sage euch vielleicht warum;und ich sage euch vielleicht warum;train8;0
abu1;zba0060.mp3;zba0060.mp3;0;252480;263;7.890000000000021;126642;so wie ihr zu sterben wünscht und nie mehr sterbt ordnungslos hingerissen und von höchster vernunft;so wie ihr zu sterben wünscht und nie mehr sterbt ordnungslos hingerissen und von höchster vernunft;10000;0
abu1;zba0061.mp3;zba0061.mp3;0;406080;423;12.68999999999992;203129;doch vergesst nicht dass ihr mich gerufen habt in die welt das euch geträumt hat von mir der anderen dem anderen von eurem geist und nicht von eurer gestalt;doch vergesst nicht dass ihr mich gerufen habt in die welt das euch geträumt hat von mir der anderen dem anderen von eurem geist und nicht von eurer gestalt;train8;10000
abu1;zba0062.mp3;zba0062.mp3;0;78720;82;2.459999999999998;39707;ja diese logik habe ich gelernt;ja diese logik habe ich gelernt;train;0
abu1;zba0063.mp3;zba0063.mp3;0;290880;303;9.089999999999998;145868;ich mit der deutschen sprache dieser wolke um mich die ich halte als haus;ich mit der deutschen sprache dieser wolke um mich die ich halte als haus;train8;0
abu1;zba0064.mp3;zba0064.mp3;0;66240;69;2.070000000000001;33437;warum sollte ich's nicht aussprechen;warum sollte ich's nicht aussprechen;train8;0
abu1;zba0065.mp3;zba0065.mp3;0;130560;136;4.079999999999989;65620;wasser und schleier und was sich nicht festlegen lässt;wasser und schleier und was sich nicht festlegen lässt;train8;0
abu1;zba0066.mp3;zba0066.mp3;0;90240;94;2.8199999999999963;45140;jeder der fällt hat flügel;jeder der fällt hat flügel;train;0
abu1;zba0067.mp3;zba0067.mp3;0;72960;76;2.28;36781;die zeit der andeutungen ist zu ende;die zeit der andeutungen ist zu ende;train;0
abu1;zbbr0002.mp3;zbbr0002.mp3;0;157440;164;4.919999999999996;78995;ja das fühlte ich auch als ich das hier zum ersten mal sah;ja das fühlte ich auch als ich das hier zum ersten mal sah;train;0
abu1;zbbr0005.mp3;zbbr0005.mp3;0;73920;77;2.31;37199;hast du was ich dir gestern gesagt habe inzwischen begriffen;hast du was ich dir gestern gesagt habe inzwischen begriffen;train8;0
abu1;zbbr0006.mp3;zbbr0006.mp3;0;123840;129;3.869999999999989;62276;wir können noch nicht beweisen was wir für richtig halten;wir können noch nicht beweisen was wir für richtig halten;train;0
abu1;zbbr0007.mp3;zbbr0007.mp3;0;204480;213;6.390000000000009;102400;ich lehre und lehre und wann soll ich lernen wann soll ich forschen;ich lehre und lehre und wann soll ich lernen wann soll ich forschen;train8;100
abu1;zbbr0008.mp3;zbbr0008.mp3;0;206400;215;6.450000000000009;103654;ja ich bin unzufrieden ich habe nichts geleistet was mich befriedigt;ja ich bin unzufrieden ich habe nichts geleistet was mich befriedigt;train8;0
abu1;zbbr0009.mp3;zbbr0009.mp3;0;89280;93;2.7899999999999965;44722;sprich nicht zu anderen leuten von unseren ideen;sprich nicht zu anderen leuten von unseren ideen;train8;0
abu1;zbbr0011.mp3;zbbr0011.mp3;0;39360;41;1.2300000000000009;20063;mich ekelt diese welt an;mich ekelt diese welt an;train;0
abu1;zbbr0012.mp3;zbbr0012.mp3;0;100800;105;3.149999999999994;50574;ist das eine ernsthafte frage eine ernste frage;ist das eine ernsthafte frage eine ernste frage;train8;10000
abu1;zbbr0013.mp3;zbbr0013.mp3;0;57600;60;1.8000000000000014;29258;glaubst du dass ich es so gut gemacht habe;glaubst du dass ich es so gut gemacht habe;train8;0
abu1;zbbr0014.mp3;zbbr0014.mp3;0;48000;50;1.500000000000001;24242;ich brauche muse;ich brauche muse;train;0
abu1;zbbr0015.mp3;zbbr0015.mp3;0;124800;130;3.899999999999989;62694;wenn die wahrheit zu schwach ist sich zu verteidigen muss sie zum angriff übergehen;wenn die wahrheit zu schwach ist sich zu verteidigen muss sie zum angriff übergehen;train8;0
abu1;zbbr0016.mp3;zbbr0016.mp3;0;142080;148;4.439999999999992;71472;aber ich werde beweise dafür bringen beweise für jederman;aber ich werde beweise dafür bringen beweise für jederman;train;0
abu1;zbbr0017.mp3;zbbr0017.mp3;0;63360;66;1.980000000000001;31765;damit kann ich mich nicht vor die ganze welt stellen;damit kann ich mich nicht vor die ganze welt stellen;train;0
abu1;zbbr0018.mp3;zbbr0018.mp3;0;133440;139;4.16999999999999;66874;es genügt nicht was ich jetzt habe das ist nichts kümmerliches stückwerk;es genügt nicht was ich jetzt habe das ist nichts kümmerliches stückwerk;train8;0
abu1;zbbr0019.mp3;zbbr0019.mp3;0;42240;44;1.320000000000001;21316;ich brauche beweise;ich brauche beweise;train;0
abu1;zbbr0020.mp3;zbbr0020.mp3;0;96960;101;3.029999999999995;48484;das denken gehört zu den größten vergnügungen der menschlichen rasse;das denken gehört zu den größten vergnügungen der menschlichen rasse;train;0
